ReactomeID	CHEBI	XREF_Type	XREF_ID
-21075	CHEBI:15933	CompoundTerm	UDP-D-apiose
-21075	CHEBI:73886	CompoundSynonym	UDP-D-apiose
-21075	CHEBI:73886	LIGAND	C01623
-21179	CHEBI:20716	CompoundTerm	6-deoxoteasterone
-21179	CHEBI:20716	LIGAND	C15799
-21342	CHEBI:28017	CompoundSynonym	Starch
-21342	CHEBI:28017	CompoundTerm	starch
-21342	CHEBI:28017	LIGAND	C00369
-21612	CHEBI:31463	LIGAND	C12138
-21658	CHEBI:27803	CompoundSynonym	cis-2-Enoyl-CoA
-21658	CHEBI:27803	CompoundTerm	cis-2-enoyl-CoA
-21694	CHEBI:27700	CompoundSynonym	trans-3-Enoyl-CoA
-21694	CHEBI:27700	CompoundTerm	trans-3-enoyl-CoA
-21694	CHEBI:27700	LIGAND	C05067
-21749	CHEBI:28436	CompoundTerm	delphinidin
-21749	CHEBI:28436	LIGAND	C05908
-21749	CHEBI:38701	CompoundSynonym	Delphinidin
-21881	CHEBI:17009	CompoundSynonym	GDP-L-fucose
-21881	CHEBI:17009	CompoundTerm	GDP-L-fucose
-21881	CHEBI:17009	LIGAND	C00325
-21921	CHEBI:28429	CompoundSynonym	Dihydromyricetin
-21921	CHEBI:28429	LIGAND	C02906
-21921	CHEBI:28917	CompoundTerm	dihydromyricetin
-21986	CHEBI:18107	CAS	146-80-5
-21986	CHEBI:18107	CompoundSynonym	xanthosine
-21986	CHEBI:18107	CompoundSynonym	Xanthosine
-21986	CHEBI:18107	CompoundTerm	xanthosine
-21986	CHEBI:18107	LIGAND	C01762
-22177	CHEBI:74452	CompoundTerm	NMNH
-22473	CHEBI:15419	LIGAND	C11875
-22473	CHEBI:57298	CompoundSynonym	ent-7alpha-hydroxykaur-16-en-19-oate
-22473	CHEBI:57298	CompoundTerm	ent-7alpha-hydroxykaur-16-en-19-oate
-22511	CHEBI:24236	CompoundSynonym	GA17
-22531	CHEBI:16673	LIGAND	C02880
-22531	CHEBI:25415	CompoundTerm	monovinyl protochlorophyllide a
-22714	CHEBI:48716	CompoundSynonym	9,9'-di-cis-zeta-carotene
-22714	CHEBI:48716	CompoundTerm	9,9'-di-cis-zeta-carotene
-22782	CHEBI:15653	LIGAND	C04672
-22782	CHEBI:36438	LIGAND	C04672
-22981	CHEBI:18059	CompoundSynonym	lipid
-22981	CHEBI:18059	CompoundSynonym	Lipid
-22981	CHEBI:18059	CompoundTerm	lipid
-22981	CHEBI:18059	LIGAND	C01356
-23207	CHEBI:17026	CompoundSynonym	Progesterone
-23207	CHEBI:17026	CompoundSynonym	PROGESTERONE
-23207	CHEBI:17026	CompoundTerm	progesterone
-23207	CHEBI:17026	LIGAND	C00410
-23240	CHEBI:19452	CompoundTerm	2-amino-4,6-dinitrotoluene
-23273	CHEBI:19644	CompoundTerm	2-hydroxylamino-4,6-dinitrotoluene
-23346	CHEBI:20408	CompoundTerm	4-hydroxylamino-2,6-dinitrotoluene
-23405	CHEBI:20306	CompoundTerm	4-amino-2,6-dinitrotoluene
-23602	CHEBI:17668	CompoundSynonym	ribonucleoside diphosphate
-23602	CHEBI:17668	CompoundSynonym	Ribonucleoside diphosphate
-23602	CHEBI:17668	CompoundTerm	ribonucleoside diphosphate
-23602	CHEBI:17668	LIGAND	C03723
-24034	CHEBI:64136	CompoundSynonym	3-Decaprenyl-4-hydroxybenzoate
-24166	CHEBI:50570	CompoundSynonym	trans-octadec-2-enoyl-CoA
-24166	CHEBI:50570	LIGAND	C16218
-24284	CHEBI:52668	CompoundSynonym	1,4-Dihydroxy-2-naphthoyl-CoA
-24284	CHEBI:52668	CompoundTerm	1,4-dihydroxy-2-naphthoyl-CoA
-24284	CHEBI:52668	LIGAND	C15547
-24610	CHEBI:27343	CompoundTerm	xylogalacturonan
-24835	CHEBI:73157	CompoundSynonym	thalian-diol
-24878	CHEBI:74322	CAS	62235-06-7
-24945	CHEBI:18105	CAS	15978-08-2
-25357	CHEBI:62416	CompoundSynonym	dammarenediol II
-25425	CHEBI:46958	CompoundTerm	vanillylamine
-25532	CHEBI:17535	CompoundSynonym	L-Arabinose
-25532	CHEBI:17535	LIGAND	C00259
-25532	CHEBI:22599	CAS	147-81-9
-25532	CHEBI:30849	CompoundSynonym	L-arabinose
-25532	CHEBI:30849	CompoundTerm	L-arabinose
-25532	CHEBI:6182	CompoundSynonym	L-Arabinose
-25611	CHEBI:28912	CompoundSynonym	Limit dextrin
-25611	CHEBI:28912	CompoundTerm	limit dextrin
-25705	CHEBI:9380	CompoundSynonym	Syringin
-25705	CHEBI:9380	CompoundTerm	syringin
-25705	CHEBI:9380	LIGAND	C01533
-25970	CHEBI:17437	CompoundSynonym	Methyl thioether
-26199	CHEBI:17709	CAS	485-84-7
-26199	CHEBI:17709	CompoundSynonym	Adenosine 5'-phosphosulfate
-26199	CHEBI:17709	LIGAND	C00224
-26199	CHEBI:58243	CompoundSynonym	adenosine 5'-phosphosulfate
-26360	CHEBI:16893	CompoundSynonym	Sphinganine 1-phosphate
-26360	CHEBI:16893	CompoundTerm	sphinganine 1-phosphate
-26360	CHEBI:16893	LIGAND	C01120
-26541	CHEBI:17559	CAS	20824-29-7
-26541	CHEBI:17559	CompoundSynonym	Strictosidine
-26541	CHEBI:17559	LIGAND	C03470
-2694	CHEBI:16710	LIGAND	C01182
-2694	CHEBI:17994	CAS	14689-84-0
-26963	CHEBI:17981	CompoundSynonym	O-acetyl-L-serine
-26963	CHEBI:17981	CompoundSynonym	O-Acetyl-L-serine
-26963	CHEBI:17981	CompoundTerm	O-acetyl-L-serine
-26963	CHEBI:17981	LIGAND	C00979
-27055	CHEBI:17862	CompoundSynonym	3-Dehydrosphinganine
-27055	CHEBI:17862	CompoundTerm	3-dehydrosphinganine
-27055	CHEBI:17862	LIGAND	C02934
-27138	CHEBI:28026	CompoundSynonym	plastoquinol-9
-27138	CHEBI:28026	CompoundTerm	plastoquinol-9
-27138	CHEBI:28026	LIGAND	C16695
-27460	CHEBI:65009	CompoundSynonym	3-aminomethylindole
-28024	CHEBI:17515	CompoundSynonym	L-gamma-Glutamylcysteine
-28024	CHEBI:17515	LIGAND	C00669
-28045	CHEBI:35985	CompoundSynonym	16-hentriacontanol
-28839	CHEBI:28994	CompoundSynonym	Hamamelose
-28894	CHEBI:14885	CompoundSynonym	prephytoene diphosphate
-28894	CHEBI:14885	CompoundTerm	prephytoene diphosphate
-28894	CHEBI:17090	CompoundSynonym	Prephytoene diphosphate
-28894	CHEBI:17090	LIGAND	C03427
-28925	CHEBI:30734	CompoundSynonym	Nicotine-1'-N-oxide
-28938	CHEBI:17759	CAS	434-16-2
-28938	CHEBI:17759	CompoundSynonym	7-Dehydrocholesterol
-28938	CHEBI:17759	LIGAND	C01164
-28956	CHEBI:17168	CAS	80-99-9
-28956	CHEBI:17168	CompoundSynonym	Lathosterol
-28956	CHEBI:17168	LIGAND	C01189
-28968	CHEBI:52386	CompoundSynonym	5alpha-cholesta-8,24-dien-3-one
-28986	CHEBI:18252	CAS	128-33-6
-28986	CHEBI:18252	CompoundSynonym	Zymosterol
-28986	CHEBI:18252	CompoundTerm	zymosterol
-28986	CHEBI:18252	LIGAND	C05437
-29182	CHEBI:16521	CAS	79-63-0
-29182	CHEBI:16521	CompoundSynonym	Lanosterol
-29182	CHEBI:16521	CompoundSynonym	LANOSTEROL
-29182	CHEBI:16521	CompoundTerm	lanosterol
-29182	CHEBI:16521	LIGAND	C01724
-29223	CHEBI:15440	CAS	111-02-4
-29223	CHEBI:15440	CompoundSynonym	Squalene
-29223	CHEBI:15440	CompoundTerm	squalene
-29223	CHEBI:15440	LIGAND	C00751
-29513	CHEBI:64676	CompoundSynonym	CDP-N-dimethylethanolamine
-29565	CHEBI:15958	CompoundSynonym	Phosphatidyl-N-methylethanolamine
-29565	CHEBI:15958	CompoundTerm	phosphatidyl-N-methylethanolamine
-29565	CHEBI:15958	LIGAND	C01241
-29567	CHEBI:15868	CompoundSynonym	CDP-N-methylethanolamine
-29567	CHEBI:15868	CompoundTerm	CDP-N-methylethanolamine
-29567	CHEBI:15868	LIGAND	C03486
-30018	CHEBI:65135	CompoundTerm	8-oxo-GMP
-30410	CHEBI:16566	CAS	764-22-7
-30410	CHEBI:16566	CompoundSynonym	sphinganine
-30410	CHEBI:16566	CompoundSynonym	Sphinganine
-30410	CHEBI:16566	CompoundTerm	sphinganine
-30410	CHEBI:16566	LIGAND	C00836
-30410	CHEBI:57817	CompoundSynonym	sphinganine
-30515	CHEBI:16653	CAS	469-39-6
-30515	CHEBI:16653	CompoundSynonym	Cycloeucalenol
-30515	CHEBI:16653	CompoundTerm	cycloeucalenol
-30515	CHEBI:16653	LIGAND	C02141
-30581	CHEBI:18398	CompoundSynonym	Maltodextrin
-30581	CHEBI:18398	LIGAND	C01935
-30581	CHEBI:25140	CompoundTerm	maltodextrin
-30610	CHEBI:16962	CAS	53-06-5
-30610	CHEBI:16962	CompoundSynonym	Cortisone
-30610	CHEBI:16962	CompoundTerm	cortisone
-30610	CHEBI:16962	LIGAND	C00762
-31304	CHEBI:52487	CompoundTerm	dehydroabietadienal
-31324	CHEBI:64274	CompoundSynonym	7-hydroxy-4-isopropenyl-7-methyloxepan-2-one
-31324	CHEBI:64274	CompoundTerm	7-hydroxy-4-isopropenyl-7-methyloxepan-2-one
-31333	CHEBI:52483	CompoundTerm	levopimaradienal
-31380	CHEBI:38258	CompoundSynonym	pheophorbide b
-31380	CHEBI:38258	CompoundTerm	pheophorbide b
-3150	CHEBI:37737	LIGAND	C03090
-31522	CHEBI:72859	CompoundSynonym	dipalmitoyl phosphatidate
-31603	CHEBI:16645	CAS	73023-76-4
-31603	CHEBI:16645	CompoundSynonym	Hydroxymethylbilane
-31603	CHEBI:16645	LIGAND	C01024
-31861	CHEBI:60872	CompoundTerm	leucodopachrome
-31875	CHEBI:16815	CompoundSynonym	enol-Phenylpyruvate
-31875	CHEBI:16815	CompoundTerm	enol-phenylpyruvate
-31875	CHEBI:16815	LIGAND	C02763
-31875	CHEBI:32815	LIGAND	C02763
-31966	CHEBI:59950	CompoundSynonym	neopinone
-31966	CHEBI:7510	CompoundSynonym	Neopinone
-31966	CHEBI:7510	CompoundTerm	neopinone
-31966	CHEBI:7510	LIGAND	C06172
-31979	CHEBI:52857	CompoundSynonym	S-Sulfanylglutathione
-31979	CHEBI:52857	CompoundTerm	S-sulfanylglutathione
-31979	CHEBI:52857	LIGAND	C17267
-31992	CHEBI:29191	CompoundSynonym	hydroxyl radical
-32419	CHEBI:28898	CompoundSynonym	P(1),P(5)-Di(adenosine-5'-)pentaphosphate
-3256	CHEBI:17797	CAS	4300-28-1
-3256	CHEBI:17797	CompoundSynonym	D-Ribose 5-phosphate
-3256	CHEBI:17797	CompoundTerm	D-ribose 5-phosphate
-3256	CHEBI:17797	LIGAND	C00117
-3256	CHEBI:52742	CAS	4300-28-1
-3256	CHEBI:52742	CompoundSynonym	D-Ribose 5-phosphate
-3256	CHEBI:52742	LIGAND	C00117
-3256	CHEBI:58273	CompoundSynonym	D-ribose 5-phosphate
-3280	CHEBI:15554	CAS	42935-17-1
-3280	CHEBI:15554	LIGAND	C00427
-32811	CHEBI:16656	CAS	532-24-1
-32811	CHEBI:16656	CompoundSynonym	Tropinone
-32811	CHEBI:16656	CompoundTerm	tropinone
-32811	CHEBI:16656	LIGAND	C00783
-3298	CHEBI:17232	CompoundSynonym	L-Glutamate gamma-semialdehyde
-3298	CHEBI:17232	LIGAND	C01165
-33661	CHEBI:17049	CompoundSynonym	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
-33661	CHEBI:17049	CompoundTerm	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
-33661	CHEBI:17049	LIGAND	C04248
-33668	CHEBI:12194	LIGAND	C01288
-33668	CHEBI:15935	LIGAND	C01288
-33709	CHEBI:17999	CompoundSynonym	Protein dithiol
-33709	CHEBI:17999	CompoundTerm	protein dithiol
-33709	CHEBI:17999	LIGAND	C02315
-33765	CHEBI:17303	CAS	57-27-2
-33765	CHEBI:17303	CompoundSynonym	Morphine
-33765	CHEBI:17303	CompoundTerm	morphine
-33765	CHEBI:17303	LIGAND	C01516
-33775	CHEBI:16714	CAS	76-57-3
-33775	CHEBI:16714	CompoundSynonym	codeine
-33775	CHEBI:16714	CompoundSynonym	Codeine
-33775	CHEBI:16714	CompoundTerm	codeine
-33775	CHEBI:16714	LIGAND	C06174
-33822	CHEBI:51985	CompoundSynonym	alpha-Linolenoyl-CoA
-33822	CHEBI:51985	CompoundTerm	alpha-linolenoyl-CoA
-33822	CHEBI:51985	LIGAND	C16162
-33986	CHEBI:63837	CompoundSynonym	pregn-5-ene-3,20-dione
-33986	CHEBI:63837	CompoundTerm	pregn-5-ene-3,20-dione
-34008	CHEBI:63843	CompoundSynonym	pregn-5-ene-3,20-dione-17-ol
-34022	CHEBI:63906	CompoundSynonym	cholest-5-en-3-one
-34022	CHEBI:63906	CompoundTerm	cholest-5-en-3-one
